id,scope,kind,old,declared_at,where_persisted,decision,decision_ref,notes
packages-core-ts-prop-ec92aa60,packages-core,ts-prop,servicos,packages/core/src/fluxo/contexto.ts:174,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-b3dab05e,packages-core,ts-prop,sessionState,packages/core/src/fluxo/modelos.ts:89,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-7715f4a0,packages-core,ts-prop,settings,packages/core/src/fluxo/modelos.ts:24,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-4e33079d,packages-core,ts-prop,source,packages/core/src/fluxo/condicao.ts:42,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-1308f45b,packages-core,ts-prop,stateId,packages/core/src/fluxo/modelos.ts:50,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-53712c27,packages-core,ts-prop,states,packages/core/src/fluxo/modelos.ts:91,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-62928019,packages-core,ts-prop,status,packages/core/src/fluxo/contexto.ts:119,jsonb:processHttpExecucao.contexto;jsonb:processHttpExecucao.resposta,,D-09,jsonb:processHttpExecucao.contexto;jsonb:processHttpExecucao.resposta
packages-core-ts-prop-75f56da9,packages-core,ts-prop,suspenderHttp,packages/core/src/fluxo/contexto.ts:146,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-a08ec658,packages-core,ts-prop,timeoutMs,packages/core/src/fluxo/contexto.ts:115,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-ts-prop-58dd10f1,packages-core,ts-prop,timeout,packages/core/src/fluxo/modelos.ts:20,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-6ba7ec4c,packages-core,ts-prop,tipo,packages/core/src/fluxo/contexto.ts:51,jsonb:execucaoFluxo.contexto;jsonb:execucaoPasso.entrada;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto;jsonb:processHttpExecucao.entrada,,D-09,jsonb:execucaoFluxo.contexto;jsonb:execucaoPasso.entrada;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto;jsonb:processHttpExecucao.entrada
packages-core-ts-prop-efcfefd7,packages-core,ts-prop,tipo,packages/core/src/fluxo/contexto.ts:97,jsonb:execucaoPasso.saida,,D-09,jsonb:execucaoPasso.saida
packages-core-ts-prop-69bd6bd7,packages-core,ts-prop,type,packages/core/src/fluxo/editor.ts:203,jsonb:dicionarioCampo.settings,,D-09,jsonb:dicionarioCampo.settings
packages-core-ts-prop-c8bd34d4,packages-core,ts-prop,type,packages/core/src/fluxo/modelos.ts:23,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-5dad85fd,packages-core,ts-prop,type,packages/core/src/fluxo/modelos.ts:33,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-46793fe8,packages-core,ts-prop,type,packages/core/src/fluxo/modelos.ts:88,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-9e269d55,packages-core,ts-prop,url,packages/core/src/fluxo/contexto.ts:112,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-ts-prop-b08c268b,packages-core,ts-prop,usuario,packages/core/src/fluxo/contexto.ts:163,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-d8bbcdee,packages-core,ts-prop,validation,packages/core/src/fluxo/modelos.ts:41,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-a4891a7e,packages-core,ts-prop,valor,packages/core/src/score/motor.ts:33,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-ts-prop-7b48c3d6,packages-core,ts-prop,value,packages/core/src/fluxo/contexto.ts:67,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-b02fb878,packages-core,ts-prop,values,packages/core/src/fluxo/condicao.ts:47,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-15c6d82b,packages-core,ts-prop,variable,packages/core/src/fluxo/condicao.ts:43,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-3285260c,packages-core,ts-prop,variable,packages/core/src/fluxo/modelos.ts:43,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-99c68a9e,packages-core,ts-prop,variaveis,packages/core/src/fluxo/contexto.ts:167,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-ts-prop-b0ceab3e,packages-core,ts-prop,version,packages/core/src/fluxo/modelos.ts:86,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:bloco.conteudo;jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
packages-core-literal-value-2e721142,packages-core,literal-value,contem,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-6b37fa3a,packages-core,literal-value,conteudo,packages/core/src/fluxo/contexto.ts:126,jsonb:processHttpExecucao.contexto,,D-09,jsonb:processHttpExecucao.contexto
packages-core-literal-value-2d60eef9,packages-core,literal-value,DELETE,packages/core/src/fluxo/contexto.ts:111,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-literal-value-f3842f2a,packages-core,literal-value,diferente,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-4bf81317,packages-core,literal-value,em,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-b0efb3da,packages-core,literal-value,entrada,packages/core/src/fluxo/contexto.ts:126,jsonb:processHttpExecucao.contexto,,D-09,jsonb:processHttpExecucao.contexto
packages-core-literal-value-d0789b1a,packages-core,literal-value,e,packages/core/src/score/motor.ts:37,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-b17bf5e7,packages-core,literal-value,existe,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-f000237e,packages-core,literal-value,GET,packages/core/src/fluxo/contexto.ts:111,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-literal-value-dfe4c2fe,packages-core,literal-value,igual,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-968123d4,packages-core,literal-value,maior_igual,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-6c6d8f2a,packages-core,literal-value,maior,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-a15b2592,packages-core,literal-value,menor_igual,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-d99038e4,packages-core,literal-value,menor,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-fd8f6c42,packages-core,literal-value,nao_contem,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-1171081a,packages-core,literal-value,nao_em,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-fc2de641,packages-core,literal-value,nao_existe,packages/core/src/score/motor.ts:32,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-b54c4833,packages-core,literal-value,ou,packages/core/src/score/motor.ts:37,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao,,D-09,jsonb:regraPrioridade.condicao;jsonb:regraScore.condicao;jsonb:transicao.condicao
packages-core-literal-value-2075aadf,packages-core,literal-value,PATCH,packages/core/src/fluxo/contexto.ts:111,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-literal-value-bb99f592,packages-core,literal-value,POST,packages/core/src/fluxo/contexto.ts:111,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-literal-value-8e84431e,packages-core,literal-value,PUT,packages/core/src/fluxo/contexto.ts:111,jsonb:processHttpExecucao.pedido,,D-09,jsonb:processHttpExecucao.pedido
packages-core-literal-value-6fe0643c,packages-core,literal-value,saida,packages/core/src/fluxo/contexto.ts:126,jsonb:processHttpExecucao.contexto,,D-09,jsonb:processHttpExecucao.contexto
ponte-ts-prop-a83bf924,ponte,ts-prop,caminho,apps/ponte/src/rotas.ts:33,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-49d6383e,ponte,ts-prop,cmd,apps/ponte/src/rotas.ts:35,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-bfac9758,ponte,ts-prop,email,apps/ponte/src/rotas.ts:27,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-44fae2b8,ponte,ts-prop,id,apps/ponte/src/lime.ts:20,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-e512446b,ponte,ts-prop,method,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-1cca61e0,ponte,ts-prop,nome,apps/ponte/src/rotas.ts:28,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-496c271b,ponte,ts-prop,query,apps/ponte/src/rotas.ts:34,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-ec30e549,ponte,ts-prop,resource,apps/ponte/src/lime.ts:25,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-e8a6914f,ponte,ts-prop,sessao,apps/ponte/src/rotas.ts:32,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-2e5ac77e,ponte,ts-prop,tenantId,apps/ponte/src/rotas.ts:25,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-8fa1e67c,ponte,ts-prop,to,apps/ponte/src/lime.ts:22,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-d0d09b3e,ponte,ts-prop,type,apps/ponte/src/lime.ts:24,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-2717cadb,ponte,ts-prop,uri,apps/ponte/src/lime.ts:23,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-ts-prop-71d0a2e1,ponte,ts-prop,usuarioId,apps/ponte/src/rotas.ts:26,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-f6d77b01,ponte,literal-value,delete,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-122b3f5f,ponte,literal-value,get,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-70a63870,ponte,literal-value,merge,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-66ab6b01,ponte,literal-value,observe,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-3d41f9bf,ponte,literal-value,set,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-32237a95,ponte,literal-value,subscribe,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
ponte-literal-value-23e43af9,ponte,literal-value,unsubscribe,apps/ponte/src/lime.ts:21,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto,,D-09,jsonb:execucaoFluxo.contexto;jsonb:posicaoNoRoteador.contexto;jsonb:processHttpExecucao.contexto
