endpoint,method,response_source,keys_affected,decision,decision_ref,notes
/v1/canais/instagram/:id,DELETE,mapped,canal fields (CanalInstagramVisivel),rename-with-db-key,D-09,desconectarInstagram mapped; controladores/canais-instagram.ts:48-57 | evidence: apps/api/src/controladores/canais-instagram.ts:48
/v1/gestao/fluxos/:id/equipe,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-equipe.ts:48"
/v1/gestao/fluxos/:id/growth,GET,jsonb,modelos.variaveis,persisted,D-09,"templateMensagem.variaveis jsonb passthrough with no lerVariaveis guard, dominio/gestao-fluxo.ts:305-330 | evidence: apps/api/src/controladores/gestao-fluxo.ts:410"
/v1/gestao/fluxos/:fluxoId/links-rastreados,GET,mapped,data.id;data.fluxoId;data.nome;data.destinoUrl;data.codigo;data.urlCurta;data.cliques;data.criadoEm,rename-with-db-key,D-09,"listarLinksRastreados explicit mapping, dominio/rastreador-de-cliques.ts:121-157 | evidence: apps/api/src/controladores/rastreador-de-cliques.ts:42"
/v1/gestao/fluxos/:id/logs,GET,jsonb,metadata,persisted,D-09,"mensagem.dados aliased ""metadata"" passthrough, dominio/gestao-fluxo.ts:217-255 | evidence: apps/api/src/controladores/gestao-fluxo.ts:395"
/v1/gestao/fluxos/:id/menu-persistente,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:334"
/v1/gestao/fluxos/:id/servicos,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:437"
/v1/gestao/fluxos/:id,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:232"
/v1/gestao/fluxos,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:213"
/v1/gestao/historico,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:229"
/v1/gestao/implantacao,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-conta.ts:164"
/v1/gestao/monitoramento/conversas/:id,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:152"
/v1/gestao/monitoramento,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:133"
/v1/gestao/monitoria/:id,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:328"
/v1/gestao/monitoria,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:306"
/v1/gestao/regras/atendimento,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:77"
/v1/gestao/regras/horarios,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:84"
/v1/gestao/regras/prioridade,GET,mapped,condicao,persisted,D-09,regraPrioridade.condicao jsonb field alongside mapped id/nome/nivel/escopoTipo/escopoId/ativa/criadoEm; dominio/gestao/regras-prioridade.ts:154-176 | evidence: apps/api/src/controladores/gestao-cadastros.ts:161
/v1/gestao/relatorios/atendimento,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:253"
/v1/gestao/relatorios/esforco,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:275"
/v1/gestao/relatorios/satisfacao,GET,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:290"
/v1/gestao/webhooks,GET,mapped,cabecalhos,persisted,D-09,"webhookSaida.cabecalhos jsonb (packages/db/src/schema/automacao.ts:673-676), WebhookDeSaida.cabecalhos passthrough, dominio/gestao/integracoes.ts:330-338 | evidence: apps/api/src/controladores/gestao-integracoes.ts:152"
/v1/mensagens-ativas/limites,GET,mapped,max_contatos_por_disparo;limite_diario_por_contato,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (ChaveOuSessao mensagens:ler); controladores/mensagens-ativas.ts:37-43 | evidence: apps/api/src/controladores/mensagens-ativas.ts:35"
/v1/mensagens-ativas,GET,mapped,janela_horas;data.id;data.conversa_id;data.contato_id;data.contato_nome;data.telefone;data.template_nome;data.estado_entrega;data.erro_codigo;data.criada_em,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (ChaveOuSessao mensagens:ler); controladores/mensagens-ativas.ts:48-69 | evidence: apps/api/src/controladores/mensagens-ativas.ts:46"
/v1/sso,GET,mapped,id;provedor;emissor;clienteId;estado;politica;testadaEm;ativadaEm;urlDeRetorno,rename-with-db-key,D-09,"paraJson mapper, controladores/sso.ts:247-260 | evidence: apps/api/src/controladores/sso.ts:52"
/webhooks/instagram/:canalId,GET,none,,keep,D-09,"plain-text echo of hub.challenge, Meta verification handshake contract; controladores/webhooks-instagram.ts:23-37 | evidence: apps/api/src/controladores/webhooks-instagram.ts:23"
/webhooks/messenger/:canalId,GET,none,,keep,D-09,Meta verification handshake; controladores/webhooks-messenger.ts:4 | evidence: apps/api/src/controladores/webhooks-messenger.ts:4
/webhooks/whatsapp/:canalId,GET,none,,keep,D-09,controladores/webhooks-whatsapp.ts:27-43 | evidence: apps/api/src/controladores/webhooks-whatsapp.ts:26
/webhooks/whatsapp,GET,none,,keep,D-09,account-level Meta verification handshake; controladores/webhooks-whatsapp.ts:100-112 | evidence: apps/api/src/controladores/webhooks-whatsapp.ts:100
/v1/canais/whatsapp/:id/perfil,PATCH,mapped,PerfilVisivel fields,rename-with-db-key,D-09,dominio/whatsapp/perfil.ts gravarPerfilDoCanal | evidence: apps/api/src/controladores/canais.ts:186
/v1/canais/whatsapp/:id/preferencias,PATCH,mapped,PreferenciasDoCanal fields,rename-with-db-key,D-09,dominio/whatsapp/preferencias.ts gravarPreferencias | evidence: apps/api/src/controladores/canais.ts:210
/v1/conta,PATCH,mapped,ContaEmVigor fields,rename-with-db-key,D-09,controladores/minha-conta.ts:207-250 | evidence: apps/api/src/controladores/minha-conta.ts:205
/v1/contatos/:id,PATCH,mapped,id;nome;telefone_e164;email;documento;bloqueado;criado_em;atributos,rename-with-db-key,D-09,ComSessao only (no Escopos) - internal; controladores/catalogo.ts:172-267 | evidence: apps/api/src/controladores/catalogo.ts:172
/v1/gestao/atendentes/filas/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:182"
/v1/gestao/atendentes/pausas/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:547"
/v1/gestao/atendentes/permissoes,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:478"
/v1/gestao/comunicacao/respostas-prontas/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:505"
/v1/gestao/configuracoes/palavras-proibidas/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:387"
/v1/gestao/configuracoes/regras/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:339"
/v1/gestao/fluxos/:id/boas-vindas,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:315"
/v1/gestao/fluxos/:id/equipe/:usuarioId,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-equipe.ts:90"
/v1/gestao/fluxos/:id/menu-persistente,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:345"
/v1/gestao/fluxos/:id/servicos/:servicoId,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:466"
/v1/gestao/fluxos/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:177"
/v1/gestao/regras/atendimento/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:248"
/v1/gestao/regras/horarios/excecoes/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:300"
/v1/gestao/regras/horarios/faixas/:id,PATCH,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:275"
/v1/gestao/regras/prioridade/:id,PATCH,mapped,condicao,persisted,D-09,dominio/gestao/regras-prioridade.ts:233-271 | evidence: apps/api/src/controladores/gestao-cadastros.ts:429
/v1/gestao/webhooks/:webhookId,PATCH,mapped,cabecalhos,persisted,D-09,controladores/gestao-integracoes.ts:177-195 | evidence: apps/api/src/controladores/gestao-integracoes.ts:177
/v1/anexos,POST,mapped,id;mime;bytes;tipo;link;max_por_mensagem,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (mensagens:escrever); explicit literal object, controladores/anexos.ts:50-57 | evidence: apps/api/src/controladores/anexos.ts:26"
/v1/atendentes/status,POST,mapped,usuario_id;estado,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (atendentes:ler, ChaveOuSessao); controladores/catalogo.ts:357-365 | evidence: apps/api/src/controladores/catalogo.ts:339"
/v1/auth/descobrir,POST,mapped,descobrirEntrada() fields,rename-with-db-key,D-09,controladores/sso.ts:100-104 | evidence: apps/api/src/controladores/sso.ts:100
/v1/auth/sair,POST,none,,keep,D-09,204 no body; controladores/entrar.ts:350-356 | evidence: apps/api/src/controladores/entrar.ts:350
/v1/canais/instagram/manual,POST,mapped,id;tipo;nome;numero;ativo;erroDeWebhook;webhook,rename-with-db-key,D-09,spread of mapped CanalInstagramVisivel + literal fields; controladores/canais-instagram.ts:30-46 | evidence: apps/api/src/controladores/canais-instagram.ts:27
/v1/canais/messenger/manual,POST,mapped,canal fields;erroDeWebhook;webhook,rename-with-db-key,D-09,controladores/canais-messenger.ts:7 | evidence: apps/api/src/controladores/canais-messenger.ts:7
/v1/canais/whatsapp/:id/modelos/sincronizar,POST,mapped,ResultadoDaSincronizacao fields,rename-with-db-key,D-09,dominio/whatsapp/modelos.ts sincronizarModelos | evidence: apps/api/src/controladores/canais.ts:223
/v1/canais/whatsapp/:id/modelos,POST,jsonb,variaveis,persisted,D-09,templateMensagem.variaveis jsonb passthrough; dominio/whatsapp/modelos.ts:247 return rows | evidence: apps/api/src/controladores/canais.ts:236
/v1/canais/whatsapp/estado,POST,mapped,estado;appId;configId;versao;modo,rename-with-db-key,D-09,controladores/canais.ts:60-69 | evidence: apps/api/src/controladores/canais.ts:57
/v1/canais/whatsapp/manual,POST,mapped,canal fields;erroDeWebhook;webhook,rename-with-db-key,D-09,controladores/canais.ts:128-170 | evidence: apps/api/src/controladores/canais.ts:125
/v1/canais/whatsapp,POST,mapped,canal fields (CanalWhatsAppVisivel);mensagem,rename-with-db-key,D-09,lerCanalVisivel mapped; controladores/canais.ts:80-116 | evidence: apps/api/src/controladores/canais.ts:77
/v1/contas/trocar,POST,mapped,tenantId;slug,rename-with-db-key,D-09,controladores/minha-conta.ts:306-354 | evidence: apps/api/src/controladores/minha-conta.ts:304
/v1/contas,POST,mapped,email,rename-with-db-key,D-09,"controladores/contas.ts:22-41, public signup, no API key/session | evidence: apps/api/src/controladores/contas.ts:20"
/v1/contatos/:id/etiquetas,POST,mapped,etiquetaId;nome;aplicada,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint; etiquetarContato mapped, dominio/etiquetas.ts:246-277 | evidence: apps/api/src/controladores/etiquetas.ts:112"
/v1/contatos/importacoes,POST,mapped,ImportacaoVisivel fields,rename-with-db-key,D-09,controladores/importacoes.ts:30-43 | evidence: apps/api/src/controladores/importacoes.ts:27
/v1/contatos,POST,mapped,id;nome;telefone_e164;email;documento;bloqueado;criado_em;atributos,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (contatos:escrever); controladores/catalogo.ts:124-163 | evidence: apps/api/src/controladores/catalogo.ts:124"
/v1/conversas/:id/encerrar,POST,mapped,estado;motivo_encerramento,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (conversas:escrever); controladores/conversas.ts:299-316 | evidence: apps/api/src/controladores/conversas.ts:299"
/v1/conversas/:id/espera,POST,mapped,estado;pausado_seg,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint; controladores/conversas.ts:372-388 | evidence: apps/api/src/controladores/conversas.ts:372"
/v1/conversas/:id/etiquetas,POST,mapped,etiquetaId;nome;aplicada,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (ChaveOuSessao); etiquetarConversa mapped, dominio/etiquetas.ts:133-167 | evidence: apps/api/src/controladores/etiquetas.ts:63"
/v1/conversas/:id/mensagens/:mensagemId/reenviar,POST,mapped,id;estado_entrega,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint; controladores/conversas.ts:325-334 | evidence: apps/api/src/controladores/conversas.ts:325"
/v1/conversas/:id/mensagens/anexos,POST,mapped,mensagens.id;mensagens.estado_entrega;mensagens.dentro_da_janela;mensagens.categoria_cobranca;mensagens.conteudo,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint; controladores/conversas.ts:262-294 | evidence: apps/api/src/controladores/conversas.ts:262"
/v1/conversas/:id/mensagens,POST,mapped,id;estado_entrega;dentro_da_janela;categoria_cobranca;conteudo,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (mensagens:escrever); controladores/conversas.ts:225-254 | evidence: apps/api/src/controladores/conversas.ts:225"
/v1/conversas/:id/transferir,POST,mapped,de_conversa_id;para_conversa_id;estado,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint; controladores/conversas.ts:343-369 | evidence: apps/api/src/controladores/conversas.ts:343"
/v1/convites/:token/aceitar,POST,mapped,usuarioId;email;papel;tenant;entrarEm,rename-with-db-key,D-09,controladores/convites.ts:102-111 | evidence: apps/api/src/controladores/convites.ts:100
/v1/convites/:id/reenviar,POST,mapped,id;email;papel;url;expiraEm,rename-with-db-key,D-09,controladores/convites.ts:60-75 | evidence: apps/api/src/controladores/convites.ts:57
/v1/convites,POST,mapped,id;email;papel;url;expiraEm,rename-with-db-key,D-09,ComSessao only; controladores/convites.ts:29-50 | evidence: apps/api/src/controladores/convites.ts:26
/v1/crm/dicionario/sincronizar,POST,mapped,enfileirado,rename-with-db-key,D-09,controladores/crm.ts:56-61 | evidence: apps/api/src/controladores/crm.ts:53
/v1/desk/acoes/:acao,POST,mapped,ok;erro,rename-with-db-key,D-09,"Resultado type, dominio/gestao/acoes/campos.ts:31-34; controladores/desk.ts:216-229 | evidence: apps/api/src/controladores/desk.ts:216"
/v1/dominios/:id/verificar,POST,mapped,id;dominio;verificadoEm,rename-with-db-key,D-09,controladores/convites.ts:140-153 | evidence: apps/api/src/controladores/convites.ts:137
/v1/dominios,POST,mapped,id;dominio;verificadoEm;registro,rename-with-db-key,D-09,controladores/convites.ts:120-134 | evidence: apps/api/src/controladores/convites.ts:117
/v1/gestao/acoes/:acao,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:578"
/v1/gestao/atendentes/filas/:id/atendentes,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:207"
/v1/gestao/atendentes/filas,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:170"
/v1/gestao/atendentes/pausas,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:535"
/v1/gestao/comunicacao/respostas-prontas,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:493"
/v1/gestao/configuracoes/palavras-proibidas,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:375"
/v1/gestao/configuracoes/regras,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-cadastros.ts:327"
/v1/gestao/contrato/certificados,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-conta.ts:187"
/v1/gestao/contrato/membros/excluir,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-conta.ts:131"
/v1/gestao/contrato/membros/papel,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-conta.ts:101"
/v1/gestao/fluxos/:id/builder/publicar,POST,mapped,versao;arquivada,rename-with-db-key,D-09,"VersaoPublicada response is just version bookkeeping (numbers/booleans), no content echoed, dominio/gestao/builder-do-fluxo.ts:488+ | evidence: apps/api/src/controladores/gestao-builder.ts:65"
/v1/gestao/fluxos/:id/builder/versoes/:versao/restaurar,POST,mapped,versao;erros;naoSuportado,rename-with-db-key,D-09,"RascunhoGravado response does not echo content; restaurarVersao reads bloco.conteudo jsonb internally (builder-do-fluxo.ts:584-602) and re-persists it via gravarRascunho, but the response body is just version bookkeeping | evidence: apps/api/src/controladores/gestao-builder.ts:92"
